Neon                               -1.0        -1.0        -1.0          -1.0    255 255 255   0   0.0   255 255 255   0   1.0   255 227   0  91   1.4        1.00      242 222 147  40      0   0   0   0     1.0      0    -100.0           1.0          0.1              0.4               1.0               1.3           0.3    157  74 166   109 209 153     10.0        -1.0     -0.6      0.2           -1.0         4.9         -1.0        -1.0      0.8      1.4       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -0.9    -1.0    -1.0    0.7   -0.2      -1.0       13
Rouge                              -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0          0.9              0.9               1.0              -1.0           0.1    155   0   0   255 255 255      1.0        -1.0      1.4      0.2           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    1.0   -1.0      -1.0       0
Bronze                             -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0     0   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0          0.3              8.5               1.0              -1.0           1.7    170 170 120     0   0   0      0.1        -1.0      3.4      1.0           -1.0        -1.0         -1.0        -1.0      2.4      2.5       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    1.0    2.4      -1.0       0
Ulraviolet                         -1.0        -1.0        -1.0          -1.0    255 255 255   0   6.6   255 255 255   0   1.0     0   0   0   0   0.0        1.00       10  10  10 255     10  10  10 255     1.0      0    -100.0           1.0          0.8              1.0               2.0               1.8           7.1     25  25 135    50 128 255      0.5         1.0      1.3      0.2           -1.0        -1.0         -1.0        -1.0      3.0      6.6       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    1.0    4.0      -1.0       0
Eclipse                            -1.0        -1.0        -1.0          -1.0    255 255 255   0   6.6   255 255 255   0   1.0   255 106   0   0   0.0        1.00      205  88  24 232    242   9 230   0     1.0      0    -92.8           1.0          5.7              1.0               2.0               0.4           1.1    128 128 128   128 128 128      0.7         3.3      1.1      1.0            0.9         0.8         -1.0        -1.0     20.5     31.5       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    1.0   11.5      -1.0       240
Noire                              -1.0      1800.0        -1.0         386.5    255 255 255 255   4.3     0   0   0 132   5.7     0   0   0   0   0.0        1.00       29  14  11 255     11   8   9 149     1.0      0    -100.0           1.0          0.6              0.9               1.0              -1.0           2.7    155 155 155   128 128 128      0.0        -1.0      1.9      0.2           -1.0         0.5         -1.0        -1.0     -1.0      1.1       0.0    -1.0     1.5    51.5     0.0     0.0     0.0    -1.0     1.0   -1.0    -1.0     0.7    0.7    1.6      -1.0       213
colors                             -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0          1.0              1.3               1.0              -1.0           2.0    128 128 128   255 255 255      7.0        -1.0      1.2      0.2           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0       0.0     0.2    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    0.7   -1.0      -1.0       0
Vintage                            -1.0        -1.0        -1.0          -1.0    255 255 255   0   0.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0          0.1              0.6              27.2              -1.0           0.3    104 111  64   209 251 255      0.7        -1.0      0.7      0.2           -1.0        -1.0         -1.0        -1.0      0.8      1.4       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    0.7   -1.0      -1.0       0
Fire                               -1.0        -1.0        -1.0          -1.0    255 255 255   0   6.6   255 255 255   0   1.0   255 106   0   0   0.0        1.00      115 130 100 255      0   0 248   0     1.0      0    -100.0           1.0          1.7              1.2               2.0               1.8           7.0    234  58   7    69  32 255      1.0         9.0      0.9      0.2           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0    1.0    4.0      -1.0       0
Sketch                             -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0         10.0              1.9               0.5              -1.0           2.4    128 128 128   255 255 255      0.0        -1.0      1.2      0.2           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0       0.0    -1.0    -1.0     1.5     0.0     0.0     0.0     1.0     0.2   -1.0    -1.0    -1.0    1.0   -1.0      -1.0       0
