///////// EXTRASUNNY
//Midnight
 129 149 180 255 186 117 255 197 138 0 0 0 23 31 49 0 0 0 0 0 0 1 1 2750 8 0 0 0 0 0 0 0 0 0 162 0.24 0 0.87 1 0 0 0 0 0 0 1.23 1 1 1.23 1 1 16 150 1.4 256 0.1 0 11 6 5 7.5 100 36 0.4 0.42 0.63 0.87 0.85 0.93 0.5 0.85 0.93 0.5 0 0 0 1 1.8 0.8 1 0 0 0 0 0 0 1.1 0.2 0.6 0.7 8 0.7 0.5 1 90 90 0.12 0.89 1.27 1 1 1 0 0.9 0.8 0.6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//7PM
 103 125 163 170 77 0 255 177 106 0 0 0 49 30 23 0 0 0 0 0 0 1 1 2750 8 0 0 0 0 0 0 0 0 0 164 0.24 0 0.86 1 0 0 0 0 0 0 1.24 1 1 1.24 1 1 16 150 1.4 256 0.1 0 9 4 4 6 100 36 0.4 0.44 0.63 0.85 0.9 0.94 0.4 0.9 0.94 0.4 0 0 0 1 1.6 1.4 1 0 0 0 0 0 0 1.1 0.2 0.6 0.7 8 0.7 0.5 1 90 90 0.12 0.89 1.27 1 1 1 0 1 0.9 0.4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//8PM
 84 113 160 131 71 18 139 77 20 0 0 0 4 50 187 0 0 0 0 0 0 1 1 2750 8 0 0 0 0 0 0 0 0 0 166 0.24 0 0.85 1 0 0 0 0 0 0 1.18 1 1 1.18 1 1 16 150 1.4 256 0.1 0 1.92 3.25 1.9 1.6 16 36 0.5 0.43 0.63 0.86 1 1 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 90 90 0 0.8 0 1 1 1 0 1.25 1 0.7 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0.8 1 1 2
//9PM
 58 83 122 121 64 17 0 0 0 0 0 0 7 47 163 0 0 0 0 0 0 1 1 2750 8 0 0 0 0 0 0 0 0 0 167 0.24 0 0.84 1 0 0 0 0 0 0 1.17 1 1 1.17 1 1 16 150 1.4 256 0.1 0 1 2.25 1.8 1.1 16 36 0.5 0.41 0.63 0.88 1 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 10 1 90 90 0 0 0 1 1 1 0 1.3 1 0.6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0.8 2 1 2
//10PM
 49 36 26 41 31 22 1 1 1 0 0 0 149 67 0 0 0 0 0 0 0 1 1 2750 8 0 0 0 0 0 0 0 0 0 200 0.24 0 0.925 1 0 0 0 0 0 0 1.1 1 1 1.1 1 1 16 150 1 256 0 0 0 1.2 2 0.12 0 41 0.52 0.46 0.28 0.1 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 90 90 1 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2

///////// SUNNY
//Midnight
 29 31 35 30 31 34 1 1 1 0 0 0 0 56 149 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 205 0.24 0 0.93 1 0 0 0 0 0 0 1.05 1 1 1.05 1 1 16 150 1 256 0 0 0 1.12 2 0.13 0 39 0.52 0.05 0.22 0.4 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2
//5AM
 39 41 46 30 31 34 1 1 1 0 0 0 0 56 149 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 205 0.24 0 0.94 1 0 0 0 0 0 0 1.05 1 1 1.05 1 1 16 150 1 256 0 0 0 2.32 2 0.15 0 39 0.52 0.05 0.22 0.4 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2
//6AM
 105 129 160 129 74 20 137 80 22 0 0 0 4 55 208 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 170 0.24 0 0.865 0 0 0 0 0 0 0 1.18 1 1 1.18 1 1 16 150 1.4 256 0.1 0 2.01 3.65 1.9 2 16 34 0.5 0.43 0.62 0.87 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.1 0.1 0.1 0.65 0.74 0.15 0.14 0.7 0.5 1 0.67 0.69 1 0 0.8 0.7 1.25 1.26 1 1 1 0 1.19 1 0.1 0 12 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//7AM
 129 150 180 255 226 138 255 215 159 0 0 0 10 27 63 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 168 0.24 0 0.89 1 0 0 0 0 0 0 1.21 1 1 1.21 1 1 16 150 1.4 256 0.1 0 10 5 6 8 100 34 0.5 0.44 0.62 0.86 0.875 0.9 0.475 0.875 0.9 0.475 0.1 0.1 0.1 1 1.6 1.15 1 0 0.15 0.15 0.15 0.75 1 0.41 0.14 0.7 1 1 0 0.2 1 0 0.82 0.12 1.25 1.26 1 1 1 0 1 0.9 0.6 0 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//9AM
 149 167 191 159 203 255 255 223 181 0 0 0 10 24 63 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 166 0.25 0 0.9 1 0 0 0 0 0 0 1.2 1 1 1.2 1 1 16 150 1.4 256 0.1 0 12 7 7 9 100 34 0.5 0.41 0.63 0.89 0.8 0.9 0.77 0.8 0.9 0.77 0.1 0.1 0.1 1 1.8 0.4 1 0 0.45 0.45 0.45 0.75 1 0.43 0.14 0.7 0.7 1 0 0.5 1 0 0.84 0.13 1.25 1.25 1 1 1 0 0.9 0.8 0.7 1 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//Midday
 156 172 194 191 217 255 255 238 215 0 0 0 63 90 171 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 165 0.25 0 0.91 1 0 0 0 0 0 0 1.19 1 1 1.19 1 1 16 150 1.4 256 0.1 0 12.5 8 8 10 100 34 0.5 0.41 0.62 0.89 0.85 0.89 0.81 0.85 0.89 0.81 0.1 0.1 0.1 1 1.9 0.2 1 0 0.5 0.5 0.5 0.75 1 0.46 0.14 0.7 0.5 1 0 0.6 1 0 0.89 0.12 1.25 1.27 1 1 1 0 0.9 0.8 0.7 1 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//6PM
 138 156 181 128 182 255 255 205 149 0 0 0 23 31 49 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 167 0.24 0 0.88 0 0 0 0 0 0 0 1.22 1 1 1.22 1 1 16 150 1.4 256 0.1 0 11 6 5 7.5 100 34 0.5 0.43 0.62 0.87 0.85 0.9 0.53 0.85 0.9 0.53 0.1 0.1 0.1 1 1.7 0.85 1 0 0.4 0.4 0.4 0.75 1 0.35 0.14 0.7 1 1 0 0.2 1 0 0.81 0.12 1.25 1.26 1 1 1 0 1 0.9 0.7 0 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//7PM
 113 134 164 191 96 0 255 186 117 0 0 0 23 32 49 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 169 0.24 0 0.87 1 0 0 0 0 0 0 1.23 1 1 1.23 1 1 16 150 1.4 256 0.1 0 9 4 4 6 100 34 0.5 0.45 0.62 0.85 0.9 0.9 0.44 0.9 0.9 0.44 0.1 0.1 0.1 1 1.5 1.45 1 0 0.15 0.15 0.15 0.65 1 0.3 0.14 0.7 1 1 0 0.2 1 0 0.79 0.12 1.25 1.26 1 1 1 0 1 0.9 0.45 0 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//8PM
 89 117 155 119 67 19 129 71 20 0 0 0 7 52 184 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 171 0.24 0 0.86 0 0 0 0 0 0 0 1.17 1 1 1.17 1 1 16 150 1.4 256 0.1 0 1.91 3.15 1.8 1.5 16 34 0.5 0.44 0.62 0.86 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.1 0.1 0.1 0.55 1 0.3 0.14 0.7 1 1 0 0.2 1 0 0.78 1 1.25 1.26 1 1 1 0 1.24 1 0.1 1 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0.8 1 1 2
//9PM
 62 87 119 111 60 17 0 0 5 0 0 0 11 48 159 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 172 0.24 0 0.85 1 0 0 0 0 0 0 1.16 1 1 1.16 1 1 16 150 1.4 256 0.1 0 1 2.15 1.7 1 16 34 0.5 0.42 0.62 0.88 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.3 0.3 0.3 0.75 1 0.3 0.14 0.7 1 1 0 0.2 1 0 0.76 1 1.25 1.26 1 1 1 0 1.29 1 0.1 1 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0.8 2 1 2
//10PM
 34 36 40 30 31 34 1 1 1 0 0 0 0 56 149 0 0 0 0 0 0 1 1 2750 9 0 0 0 0 0 0 0 0 0 205 0.24 0 0.935 1 0 0 0 0 0 0 1.05 1 1 1.05 1 1 16 150 1 256 0 0 0 1.22 2 0.14 0 39 0.52 0.05 0.22 0.4 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2

///////// SUNNY_WINDY
//Midnight
 49 32 15 49 32 15 1 1 1 0 0 0 149 74 0 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 210 0.24 0 0.925 1 0 0 0 0 0 0 1.075 1 0.99 1.075 1 1 16 150 1 256 0 0 0 1.11 2 0.12 0 40 0.52 0.42 0.21 0.04 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2
//5AM
 65 43 20 49 32 15 1 1 1 0 0 0 149 74 0 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 210 0.24 0 0.935 1 0 0 0 0 0 0 1.075 1 1 1.075 1 1 16 150 1 256 0 0 0 2.31 2 0.14 0 40 0.52 0.05 0.22 0.38 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2
//6AM
 103 128 152 118 69 20 126 74 22 0 0 0 9 57 204 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 175 0.24 0 0.845 0 0 0 0 0 0 0 1.17 1 0.925 1.17 1 1 16 150 1.4 256 0.1 0 2 3.55 1.8 1.9 14 35 0.5 0.44 0.63 0.85 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.1 0.1 0.1 0.65 0.74 0.15 0.14 0.7 0.5 1 0.67 0.69 1 0 0.36 0.7 1.25 1.26 1 1 1 0 1.18 1 0.1 0 15 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//7AM
 116 143 171 205 167 135 238 199 134 0 0 0 10 39 63 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 173 0.24 0 0.87 1 0 0 0 0 0 0 1.2 1 0.95 1.2 1 1 16 150 1.4 256 0.1 0 7 5 5 8 90 35 0.5 0.5 0.68 0.89 0.9 0.9 0.45 0.9 0.9 0.45 0.1 0.1 0.1 1 1.5 1.2 1 0 0.15 0.15 0.15 0.75 1 0.41 0.14 0.7 1 1 0 0.2 1 0 0.38 0.12 1.25 1.26 1 1 1 0 1 0.9 0.6 1 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//9AM
 137 159 182 180 180 180 240 205 153 0 0 0 10 24 63 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 171 0.25 0 0.88 1 0 0 0 0 0 0 1.9 1 0.96 1.19 1 1 16 150 1.4 256 0.1 0 9 7 6 9 90 35 0.5 0.47 0.69 0.92 0.82 0.9 0.75 0.82 0.9 0.75 0.1 0.1 0.1 1 1.7 0.45 1 0 0.45 0.45 0.45 0.75 1 0.43 0.14 0.7 0.7 1 0 0.5 1 0 0.4 0.13 1.25 1.25 1 1 1 0 0.9 0.8 0.7 1 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//Midday
 145 165 185 196 196 196 244 220 183 0 0 0 68 92 166 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 170 0.25 0 0.89 1 0 0 0 0 0 0 1.18 1 0.97 1.18 1 1 16 150 1.4 256 0.1 0 9.5 8 7 10 90 35 0.5 0.47 0.68 0.92 0.86 0.89 0.8 0.86 0.89 0.8 0.1 0.1 0.1 1 1.8 0.25 1 0 0.5 0.5 0.5 0.75 1 0.46 0.14 0.7 0.5 1 0 0.6 1 0 0.45 0.12 1.25 1.27 1 1 1 0 0.9 0.8 0.7 1 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//6PM
 126 149 171 164 164 164 236 186 125 0 0 0 23 31 49 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 172 0.24 0 0.86 0 0 0 0 0 0 0 1.21 1 0.94 1.21 1 1 16 150 1.4 256 0.1 0 8 6 4 7.5 90 35 0.5 0.49 0.68 0.9 0.88 0.9 0.5 0.88 0.9 0.5 0.1 0.1 0.1 1 1.6 0.9 1 0 0.4 0.4 0.4 0.75 1 0.35 0.14 0.7 1 1 0 0.2 1 0 0.37 0.12 1.25 1.26 1 1 1 0 1 0.9 0.7 0 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//7PM
 101 128 154 151 98 62 235 168 95 0 0 0 23 38 49 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 174 0.24 0 0.85 1 0 0 0 0 0 0 1.22 1 0.93 1.22 1 1 16 150 1.4 256 0.1 0 6 4 3 6 90 35 0.5 0.51 0.68 0.88 0.94 0.9 0.4 0.94 0.9 0.4 0.1 0.1 0.1 1 1.4 1.5 1 0 0.15 0.15 0.15 0.65 1 0.3 0.14 0.7 1 1 0 0.2 1 0 0.35 0.12 1.25 1.26 1 1 1 0 1 0.9 0.45 0 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0.6 1 1 1 0.8 2 1 2
//8PM
 90 117 143 109 62 18 118 67 20 0 0 0 12 54 180 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 176 0.24 0 0.84 0 0 0 0 0 0 0 1.16 1 0.92 1.16 1 1 16 150 1.4 256 0.1 0 1.9 3.05 1.7 1.4 14 35 0.5 0.45 0.63 0.84 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.1 0.1 0.1 0.55 1 0.3 0.14 0.7 1 1 0 0.2 1 0 0.34 1 1.25 1.26 1 1 1 0 1.23 1 0.1 1 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0.8 1 1 2
//9PM
 62 85 108 100 54 17 0 0 5 0 0 0 14 50 156 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 177 0.24 0 0.83 1 0 0 0 0 0 0 1.15 1 0.91 1.15 1 1 16 150 1.4 256 0.1 0 1 2.05 1.6 0.9 14 35 0.5 0.43 0.63 0.86 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.3 0.3 0.3 0.75 1 0.3 0.14 0.7 1 90 0 0.2 1 0 0.33 1 1.25 1.26 1 1 1 0 1.28 1 0.1 1 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0.8 2 1 2
//10PM
 57 37 17 49 32 15 1 1 1 0 0 0 149 74 0 0 0 0 0 0 0 1 1 2750 10 0 0 0 0 0 0 0 0 0 210 0.24 0 0.93 1 0 0 0 0 0 0 1.075 1 0.995 1.075 1 1 16 150 1 256 0 0 0 1.21 2 0.13 0 40 0.52 0.42 0.21 0.04 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0.85 1 1 1 1 1 1 2

///////// CLOUDY
//Midnight
 31 31 31 31 31 31 1 1 1 0 0 0 170 94 0 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 0 0 0 220 0.24 0 0.91 1 0 0 0 0 0 0 0.95 1 0.97 0.9 1 1 16 150 1 256 0 0 0 1 2 0.16 0 44 0.55 0.41 0.22 0.03 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 2 2 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.1 0.85 1 1 1 1 1 1 2
//5AM
 42 42 42 31 31 31 1 1 1 0 0 0 170 94 0 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 0 0 0 220 0.24 0 0.92 1 0 0 0 0 0 0 0.95 1 0.98 0.9 1 1 16 150 1 256 0 0 0 2.2 2 0.18 0 44 0.55 0.41 0.22 0.03 0 1 1 1 0 0 1 1 1 2 4 0 1 1 1 1 1 2 2 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0.1 0.1 0.1 1 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.1 0.85 1 1 1 1 1 1 2
//6AM
 138 129 117 116 116 116 0 0 0 0 0 0 127 127 127 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 10 12 12 185 0.23 0 0.655 1 0 0 0 0 0 0 1.3 1.5 0.915 1 1.5 1 16 150 1.4 256 0.1 0 1 3.75 1.7 1.2 12 39 0.6 0.8 0.8 0.8 1 1 1 1 1 1 0.1 0.1 0.1 1 0 0 1 0 0.3 0.2 0.1 0 1 0 0.14 0.7 1 0 0 0.51 1 0 0 0.7 0.86 1.26 1 1 1 0 0.7 0.6 0.55 0 16 0 0 0 0 0 0 0 0 0 0 0.0075 0 0 0 0 1 1 1.1 0.6 1 1 1 0.85 2 1 2
//7AM
 159 150 138 138 138 138 0 0 0 0 0 0 127 127 127 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 10 12 12 183 0.23 0 0.68 1 0 0 0 0 0 0 1.3 1.5 0.94 1 1.5 1 16 150 1.4 256 0.1 0 1 6 6 4 14 39 0.55 1 1 1 0.5 0.6 0.5 0.55 0.6 0.5 0.1 0.1 0.1 1 1 0.4 1 0 0.4 0.3 0.2 0.2 0.65 0.28 0.14 0.7 1 5 0.55 0.51 1 0 0 0.12 0.89 1.26 1 1 1 0 0.68 0.6 0.55 1 16 0 0 0 0 0 0 0 0 0 0 0.0075 0 0 0 0 1 1 1.1 0.6 1 1 1 0.85 2 1 2
//9AM
 151 154 157 143 143 143 0 0 0 0 0 0 127 127 127 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 10 12 12 181 0.23 0 0.69 1 0 0 0 0 0 0 1.3 1.5 0.95 1 1.5 1 16 150 1.4 256 0.1 0 1 6.5 6.5 4.5 14 39 0.425 1.15 1.25 1.35 0.5 0.6 0.5 0.55 0.65 0.5 0.1 0.1 0.1 1 0 0.1 1 0 0.45 0.45 0.45 0 0.8 1 0.14 0.7 1 9 0.05 0.51 1 0 0 0.7 0.89 1.26 1 1 1 0 0.66 0.6 0.55 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.1 0.6 1 1.25 1 0.85 2 1 2
//Midday
 157 160 162 148 148 148 0 0 0 0 0 0 127 127 127 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 10 12 12 180 0.23 0 0.7 1 0 0 0 0 0 0 1.3 1.5 0.96 1 1.5 1 16 150 1.4 256 0.1 0 1 8 8 5 14 39 0.4 1.4 1.5 1.6 0.5 0.6 0.5 0.5 0.65 0.5 0.1 0.1 0.1 1 0 0.1 1 0 0.5 0.5 0.5 0.9 1 1 0.14 0.7 1 8.51 0.61 1.13 1 0.2 0 0.33 0.67 0.57 1 1 1 0 0.65 0.6 0.55 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.1 0.6 1 1.25 1 0.85 2 1 2
//6PM
 139 145 148 132 132 132 0 0 0 0 0 0 127 127 127 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 10 12 12 182 0.23 0 0.67 1 0 0 0 0 0 0 1.3 1.5 0.93 1 1.5 1 16 150 1.4 256 0.1 0 1 4.5 4.5 4 14 39 0.45 0.9 0.9 0.9 0.5 0.6 0.5 0.55 0.65 0.5 0.1 0.1 0.1 1 0 0.3 1 0 0.4 0.4 0.4 0 2 1 0.14 0.7 1 9 0.05 0.51 1 0 0 0.7 0.89 1.26 1 1 1 0 0.67 0.6 0.55 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.1 0.6 1 1.25 1 0.85 2 1 2
//7PM
 146 134 120 122 122 122 0 0 0 0 0 0 127 127 127 0 0 0 0 0 0 1 1 2750 5 0 0 0 0 0 0 10 12 12 184 0.23 0 0.66 1 0 0 0 0 0 0 1.3 1.5 0.92 1 1.5 1 16 150 1.4 256 0.1 0 1 4 4 3 14 39 0.55 0.8 0.8 0.8 0.5 0.6 0.5 0.58 0.6 0.5 0.1 0.1 0.1 1 1 0.5 1 0 0.4 0.3 0.2 0.2 0.65 0.28 0.14 0.7 1 5 0.55 0.51 1 0 0 0.12 0.89 1.26 1 1 1 0 0.69 0.6 0.55 1 16 0 0 0 0 0 0 0 0 0 0 0.0075 0 0 0 0 1 1 1.1 0.6 1 1 1 0.85 2 1 2
//8PM
